Volume ( ^3),Surface ( ^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. ( ),SD dist. to surf. ( ),Median dist. to surf. ( ),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,6,1,1,255,255,0,255,255,255,340.000,304.000,8.000,0.000,0.000,0.000,340.000,304.000,8.000,340,304,8,1,1,1
7,36,7,7,1785,255,0,255,255,255,412.429,304.714,9.000,1.374,0.566,1.355,412.429,304.714,9.000,411,304,8,3,3,4
1,6,1,1,255,255,0,255,255,255,332.000,308.000,8.000,0.000,0.000,0.000,332.000,308.000,8.000,332,308,8,1,1,1
2,12,2,2,510,255,0,255,255,255,326.000,308.500,8.500,0.707,0.000,0.707,326.000,308.500,8.500,326,308,8,1,2,2
8,42,8,8,2040,255,0,255,255,255,340.500,311.125,9.875,1.519,0.686,1.510,340.500,311.125,9.875,339,311,8,5,2,4
1,6,1,1,255,255,0,255,255,255,342.000,312.000,8.000,0.000,0.000,0.000,342.000,312.000,8.000,342,312,8,1,1,1
1,6,1,1,255,255,0,255,255,255,340.000,313.000,8.000,0.000,0.000,0.000,340.000,313.000,8.000,340,313,8,1,1,1
8,34,8,8,2040,255,0,255,255,255,351.625,312.125,10.000,1.349,0.560,1.283,351.625,312.125,10.000,350,311,8,3,3,4
2,10,2,2,510,255,0,255,255,255,349.000,314.000,8.500,0.500,0.000,0.500,349.000,314.000,8.500,349,314,8,1,1,2
2,12,2,2,510,255,0,255,255,255,323.500,319.500,8.500,0.866,0.000,0.866,323.500,319.500,8.500,323,319,8,2,2,2
3,16,3,3,765,255,0,255,255,255,346.667,322.667,8.333,0.798,0.212,0.816,346.667,322.667,8.333,346,322,8,2,2,2
4,16,4,4,1020,255,0,255,255,255,364.000,323.500,8.500,0.707,0.000,0.707,364.000,323.500,8.500,364,323,8,1,2,2
1,6,1,1,255,255,0,255,255,255,270.000,334.000,8.000,0.000,0.000,0.000,270.000,334.000,8.000,270,334,8,1,1,1
1,6,1,1,255,255,0,255,255,255,271.000,337.000,8.000,0.000,0.000,0.000,271.000,337.000,8.000,271,337,8,1,1,1
1,6,1,1,255,255,0,255,255,255,518.000,212.000,9.000,0.000,0.000,0.000,518.000,212.000,9.000,518,212,9,1,1,1
1,6,1,1,255,255,0,255,255,255,512.000,225.000,9.000,0.000,0.000,0.000,512.000,225.000,9.000,512,225,9,1,1,1
1,6,1,1,255,255,0,255,255,255,509.000,226.000,9.000,0.000,0.000,0.000,509.000,226.000,9.000,509,226,9,1,1,1
1,6,1,1,255,255,0,255,255,255,498.000,240.000,9.000,0.000,0.000,0.000,498.000,240.000,9.000,498,240,9,1,1,1
1,6,1,1,255,255,0,255,255,255,415.000,253.000,9.000,0.000,0.000,0.000,415.000,253.000,9.000,415,253,9,1,1,1
1,6,1,1,255,255,0,255,255,255,397.000,264.000,9.000,0.000,0.000,0.000,397.000,264.000,9.000,397,264,9,1,1,1
3,14,3,3,765,255,0,255,255,255,411.000,266.000,10.000,0.667,0.577,1.000,411.000,266.000,10.000,411,266,9,1,1,3
2,10,2,2,510,255,0,255,255,255,435.500,266.000,9.000,0.500,0.000,0.500,435.500,266.000,9.000,435,266,9,2,1,1
3,14,3,3,765,255,0,255,255,255,401.000,268.000,10.000,0.667,0.577,1.000,401.000,268.000,10.000,401,268,9,1,1,3
1,6,1,1,255,255,0,255,255,255,441.000,268.000,9.000,0.000,0.000,0.000,441.000,268.000,9.000,441,268,9,1,1,1
3,14,3,3,765,255,0,255,255,255,416.667,269.667,9.000,0.654,0.158,0.745,416.667,269.667,9.000,416,269,9,2,2,1
1,6,1,1,255,255,0,255,255,255,421.000,269.000,9.000,0.000,0.000,0.000,421.000,269.000,9.000,421,269,9,1,1,1
1,6,1,1,255,255,0,255,255,255,434.000,270.000,9.000,0.000,0.000,0.000,434.000,270.000,9.000,434,270,9,1,1,1
2,12,2,2,510,255,0,255,255,255,441.500,270.000,9.500,0.707,0.000,0.707,441.500,270.000,9.500,441,270,9,2,1,2
1,6,1,1,255,255,0,255,255,255,390.000,271.000,9.000,0.000,0.000,0.000,390.000,271.000,9.000,390,271,9,1,1,1
2,10,2,2,510,255,0,255,255,255,440.000,272.000,9.500,0.500,0.000,0.500,440.000,272.000,9.500,440,272,9,1,1,2
1,6,1,1,255,255,0,255,255,255,420.000,274.000,9.000,0.000,0.000,0.000,420.000,274.000,9.000,420,274,9,1,1,1
5,24,5,5,1275,255,0,255,255,255,437.000,274.400,10.000,0.943,0.435,1.077,437.000,274.400,10.000,436,274,9,3,2,3
1,6,1,1,255,255,0,255,255,255,414.000,275.000,9.000,0.000,0.000,0.000,414.000,275.000,9.000,414,275,9,1,1,1
1,6,1,1,255,255,0,255,255,255,422.000,275.000,9.000,0.000,0.000,0.000,422.000,275.000,9.000,422,275,9,1,1,1
4,18,4,4,1020,255,0,255,255,255,396.000,276.500,10.000,0.809,0.357,0.809,396.000,276.500,10.000,396,276,9,1,2,3
2,10,2,2,510,255,0,255,255,255,411.000,276.500,9.000,0.500,0.000,0.500,411.000,276.500,9.000,411,276,9,1,2,1
3,16,3,3,765,255,0,255,255,255,421.667,277.333,9.667,0.798,0.212,0.817,421.667,277.333,9.667,421,277,9,2,2,2
1,6,1,1,255,255,0,255,255,255,427.000,277.000,9.000,0.000,0.000,0.000,427.000,277.000,9.000,427,277,9,1,1,1
1,6,1,1,255,255,0,255,255,255,443.000,277.000,9.000,0.000,0.000,0.000,443.000,277.000,9.000,443,277,9,1,1,1
1,6,1,1,255,255,0,255,255,255,371.000,279.000,9.000,0.000,0.000,0.000,371.000,279.000,9.000,371,279,9,1,1,1
1,6,1,1,255,255,0,255,255,255,435.000,279.000,9.000,0.000,0.000,0.000,435.000,279.000,9.000,435,279,9,1,1,1
4,20,4,4,1020,255,0,255,255,255,433.250,281.500,9.750,1.238,0.350,1.238,433.250,281.500,9.750,432,281,9,3,2,3
1,6,1,1,255,255,0,255,255,255,448.000,282.000,9.000,0.000,0.000,0.000,448.000,282.000,9.000,448,282,9,1,1,1
1,6,1,1,255,255,0,255,255,255,385.000,283.000,9.000,0.000,0.000,0.000,385.000,283.000,9.000,385,283,9,1,1,1
3,18,3,3,765,255,0,255,255,255,401.000,284.333,9.333,1.033,0.259,1.106,401.000,284.333,9.333,400,284,9,3,2,2
1,6,1,1,255,255,0,255,255,255,434.000,286.000,9.000,0.000,0.000,0.000,434.000,286.000,9.000,434,286,9,1,1,1
1,6,1,1,255,255,0,255,255,255,387.000,287.000,9.000,0.000,0.000,0.000,387.000,287.000,9.000,387,287,9,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,287.000,9.000,0.000,0.000,0.000,442.000,287.000,9.000,442,287,9,1,1,1
1,6,1,1,255,255,0,255,255,255,421.000,288.000,9.000,0.000,0.000,0.000,421.000,288.000,9.000,421,288,9,1,1,1
2,10,2,2,510,255,0,255,255,255,430.500,289.000,9.000,0.500,0.000,0.500,430.500,289.000,9.000,430,289,9,2,1,1
1,6,1,1,255,255,0,255,255,255,423.000,290.000,9.000,0.000,0.000,0.000,423.000,290.000,9.000,423,290,9,1,1,1
2,10,2,2,510,255,0,255,255,255,468.000,290.000,9.500,0.500,0.000,0.500,468.000,290.000,9.500,468,290,9,1,1,2
2,10,2,2,510,255,0,255,255,255,426.000,291.000,9.500,0.500,0.000,0.500,426.000,291.000,9.500,426,291,9,1,1,2
1,6,1,1,255,255,0,255,255,255,408.000,292.000,9.000,0.000,0.000,0.000,408.000,292.000,9.000,408,292,9,1,1,1
1,6,1,1,255,255,0,255,255,255,464.000,294.000,9.000,0.000,0.000,0.000,464.000,294.000,9.000,464,294,9,1,1,1
1,6,1,1,255,255,0,255,255,255,395.000,295.000,9.000,0.000,0.000,0.000,395.000,295.000,9.000,395,295,9,1,1,1
1,6,1,1,255,255,0,255,255,255,341.000,296.000,9.000,0.000,0.000,0.000,341.000,296.000,9.000,341,296,9,1,1,1
1,6,1,1,255,255,0,255,255,255,414.000,296.000,9.000,0.000,0.000,0.000,414.000,296.000,9.000,414,296,9,1,1,1
1,6,1,1,255,255,0,255,255,255,441.000,296.000,9.000,0.000,0.000,0.000,441.000,296.000,9.000,441,296,9,1,1,1
1,6,1,1,255,255,0,255,255,255,443.000,296.000,9.000,0.000,0.000,0.000,443.000,296.000,9.000,443,296,9,1,1,1
2,10,2,2,510,255,0,255,255,255,418.000,297.000,9.500,0.500,0.000,0.500,418.000,297.000,9.500,418,297,9,1,1,2
1,6,1,1,255,255,0,255,255,255,410.000,298.000,9.000,0.000,0.000,0.000,410.000,298.000,9.000,410,298,9,1,1,1
1,6,1,1,255,255,0,255,255,255,440.000,298.000,9.000,0.000,0.000,0.000,440.000,298.000,9.000,440,298,9,1,1,1
1,6,1,1,255,255,0,255,255,255,382.000,301.000,9.000,0.000,0.000,0.000,382.000,301.000,9.000,382,301,9,1,1,1
1,6,1,1,255,255,0,255,255,255,335.000,306.000,9.000,0.000,0.000,0.000,335.000,306.000,9.000,335,306,9,1,1,1
3,18,3,3,765,255,0,255,255,255,342.667,308.333,10.000,1.051,0.094,1.106,342.667,308.333,10.000,342,308,9,2,2,3
4,18,4,4,1020,255,0,255,255,255,339.500,308.750,9.750,0.774,0.187,0.774,339.500,308.750,9.750,339,308,9,2,2,2
1,6,1,1,255,255,0,255,255,255,355.000,312.000,9.000,0.000,0.000,0.000,355.000,312.000,9.000,355,312,9,1,1,1
1,6,1,1,255,255,0,255,255,255,355.000,318.000,9.000,0.000,0.000,0.000,355.000,318.000,9.000,355,318,9,1,1,1
1,6,1,1,255,255,0,255,255,255,366.000,319.000,9.000,0.000,0.000,0.000,366.000,319.000,9.000,366,319,9,1,1,1
6,26,6,6,1530,255,0,255,255,255,343.833,322.833,10.000,0.909,0.377,0.939,343.833,322.833,10.000,343,322,9,2,3,3
1,6,1,1,255,255,0,255,255,255,354.000,324.000,9.000,0.000,0.000,0.000,354.000,324.000,9.000,354,324,9,1,1,1
1,6,1,1,255,255,0,255,255,255,275.000,331.000,9.000,0.000,0.000,0.000,275.000,331.000,9.000,275,331,9,1,1,1
1,6,1,1,255,255,0,255,255,255,269.000,332.000,9.000,0.000,0.000,0.000,269.000,332.000,9.000,269,332,9,1,1,1
1,6,1,1,255,255,0,255,255,255,514.000,223.000,10.000,0.000,0.000,0.000,514.000,223.000,10.000,514,223,10,1,1,1
1,6,1,1,255,255,0,255,255,255,506.000,234.000,10.000,0.000,0.000,0.000,506.000,234.000,10.000,506,234,10,1,1,1
2,12,2,2,510,255,0,255,255,255,416.500,261.500,10.500,0.866,0.000,0.866,416.500,261.500,10.500,416,261,10,2,2,2
1,6,1,1,255,255,0,255,255,255,413.000,266.000,10.000,0.000,0.000,0.000,413.000,266.000,10.000,413,266,10,1,1,1
4,18,4,4,1020,255,0,255,255,255,417.250,267.250,10.500,0.774,0.187,0.774,417.250,267.250,10.500,417,267,10,2,2,2
3,14,3,3,765,255,0,255,255,255,403.000,268.333,10.667,0.654,0.158,0.745,403.000,268.333,10.667,403,268,10,1,2,2
2,10,2,2,510,255,0,255,255,255,404.000,271.500,10.000,0.500,0.000,0.500,404.000,271.500,10.000,404,271,10,1,2,1
2,12,2,2,510,255,0,255,255,255,423.500,273.500,10.000,0.707,0.000,0.707,423.500,273.500,10.000,423,273,10,2,2,1
1,6,1,1,255,255,0,255,255,255,418.000,274.000,10.000,0.000,0.000,0.000,418.000,274.000,10.000,418,274,10,1,1,1
1,6,1,1,255,255,0,255,255,255,383.000,275.000,10.000,0.000,0.000,0.000,383.000,275.000,10.000,383,275,10,1,1,1
3,14,3,3,765,255,0,255,255,255,439.000,277.000,10.000,0.667,0.577,1.000,439.000,277.000,10.000,438,277,10,3,1,1
5,26,5,5,1275,255,0,255,255,255,445.000,277.400,11.200,1.020,0.446,1.265,445.000,277.400,11.200,444,277,10,3,2,3
1,6,1,1,255,255,0,255,255,255,411.000,282.000,10.000,0.000,0.000,0.000,411.000,282.000,10.000,411,282,10,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,284.000,10.000,0.000,0.000,0.000,442.000,284.000,10.000,442,284,10,1,1,1
1,6,1,1,255,255,0,255,255,255,387.000,285.000,10.000,0.000,0.000,0.000,387.000,285.000,10.000,387,285,10,1,1,1
2,10,2,2,510,255,0,255,255,255,456.000,285.500,10.000,0.500,0.000,0.500,456.000,285.500,10.000,456,285,10,1,2,1
1,6,1,1,255,255,0,255,255,255,404.000,286.000,10.000,0.000,0.000,0.000,404.000,286.000,10.000,404,286,10,1,1,1
1,6,1,1,255,255,0,255,255,255,399.000,287.000,10.000,0.000,0.000,0.000,399.000,287.000,10.000,399,287,10,1,1,1
1,6,1,1,255,255,0,255,255,255,399.000,289.000,10.000,0.000,0.000,0.000,399.000,289.000,10.000,399,289,10,1,1,1
1,6,1,1,255,255,0,255,255,255,414.000,290.000,10.000,0.000,0.000,0.000,414.000,290.000,10.000,414,290,10,1,1,1
2,10,2,2,510,255,0,255,255,255,421.000,290.000,10.500,0.500,0.000,0.500,421.000,290.000,10.500,421,290,10,1,1,2
1,6,1,1,255,255,0,255,255,255,426.000,293.000,10.000,0.000,0.000,0.000,426.000,293.000,10.000,426,293,10,1,1,1
1,6,1,1,255,255,0,255,255,255,411.000,303.000,10.000,0.000,0.000,0.000,411.000,303.000,10.000,411,303,10,1,1,1
1,6,1,1,255,255,0,255,255,255,370.000,304.000,10.000,0.000,0.000,0.000,370.000,304.000,10.000,370,304,10,1,1,1
1,6,1,1,255,255,0,255,255,255,320.000,311.000,10.000,0.000,0.000,0.000,320.000,311.000,10.000,320,311,10,1,1,1
1,6,1,1,255,255,0,255,255,255,345.000,311.000,10.000,0.000,0.000,0.000,345.000,311.000,10.000,345,311,10,1,1,1
2,10,2,2,510,255,0,255,255,255,337.000,316.500,10.000,0.500,0.000,0.500,337.000,316.500,10.000,337,316,10,1,2,1
1,6,1,1,255,255,0,255,255,255,343.000,326.000,10.000,0.000,0.000,0.000,343.000,326.000,10.000,343,326,10,1,1,1
1,6,1,1,255,255,0,255,255,255,498.000,240.000,11.000,0.000,0.000,0.000,498.000,240.000,11.000,498,240,11,1,1,1
3,14,3,3,765,255,0,255,255,255,411.667,260.667,11.000,0.654,0.158,0.745,411.667,260.667,11.000,411,260,11,2,2,1
1,6,1,1,255,255,0,255,255,255,401.000,262.000,11.000,0.000,0.000,0.000,401.000,262.000,11.000,401,262,11,1,1,1
1,6,1,1,255,255,0,255,255,255,399.000,263.000,11.000,0.000,0.000,0.000,399.000,263.000,11.000,399,263,11,1,1,1
1,6,1,1,255,255,0,255,255,255,392.000,265.000,11.000,0.000,0.000,0.000,392.000,265.000,11.000,392,265,11,1,1,1
11,50,11,11,2805,255,0,255,255,255,398.636,267.273,12.364,1.578,0.767,1.588,398.636,267.273,12.364,397,265,11,4,5,4
5,30,5,5,1275,255,0,255,255,255,386.200,268.800,11.800,1.508,0.507,1.709,386.200,268.800,11.800,385,267,11,3,4,3
1,6,1,1,255,255,0,255,255,255,463.000,269.000,11.000,0.000,0.000,0.000,463.000,269.000,11.000,463,269,11,1,1,1
2,12,2,2,510,255,0,255,255,255,427.500,271.500,11.000,0.707,0.000,0.707,427.500,271.500,11.000,427,271,11,2,2,1
1,6,1,1,255,255,0,255,255,255,454.000,271.000,11.000,0.000,0.000,0.000,454.000,271.000,11.000,454,271,11,1,1,1
2,10,2,2,510,255,0,255,255,255,432.000,272.500,11.000,0.500,0.000,0.500,432.000,272.500,11.000,432,272,11,1,2,1
10,48,10,10,2550,255,0,255,255,255,396.200,273.100,13.400,1.838,0.755,1.646,396.200,273.100,13.400,396,272,11,2,3,6
3,16,3,3,765,255,0,255,255,255,456.667,273.667,12.000,0.984,0.464,1.106,456.667,273.667,12.000,456,273,11,2,2,3
1,6,1,1,255,255,0,255,255,255,426.000,274.000,11.000,0.000,0.000,0.000,426.000,274.000,11.000,426,274,11,1,1,1
1,6,1,1,255,255,0,255,255,255,429.000,275.000,11.000,0.000,0.000,0.000,429.000,275.000,11.000,429,275,11,1,1,1
2,10,2,2,510,255,0,255,255,255,463.000,275.000,11.500,0.500,0.000,0.500,463.000,275.000,11.500,463,275,11,1,1,2
1,6,1,1,255,255,0,255,255,255,454.000,276.000,11.000,0.000,0.000,0.000,454.000,276.000,11.000,454,276,11,1,1,1
1,6,1,1,255,255,0,255,255,255,388.000,279.000,11.000,0.000,0.000,0.000,388.000,279.000,11.000,388,279,11,1,1,1
1,6,1,1,255,255,0,255,255,255,414.000,279.000,11.000,0.000,0.000,0.000,414.000,279.000,11.000,414,279,11,1,1,1
2,10,2,2,510,255,0,255,255,255,428.500,279.000,11.000,0.500,0.000,0.500,428.500,279.000,11.000,428,279,11,2,1,1
3,16,3,3,765,255,0,255,255,255,436.333,279.667,11.333,0.798,0.212,0.817,436.333,279.667,11.333,436,279,11,2,2,2
6,32,6,6,1530,255,0,255,255,255,386.333,280.333,12.833,1.550,0.786,1.554,386.333,280.333,12.833,385,280,11,4,2,5
1,6,1,1,255,255,0,255,255,255,458.000,281.000,11.000,0.000,0.000,0.000,458.000,281.000,11.000,458,281,11,1,1,1
1,6,1,1,255,255,0,255,255,255,444.000,283.000,11.000,0.000,0.000,0.000,444.000,283.000,11.000,444,283,11,1,1,1
1,6,1,1,255,255,0,255,255,255,432.000,285.000,11.000,0.000,0.000,0.000,432.000,285.000,11.000,432,285,11,1,1,1
1,6,1,1,255,255,0,255,255,255,470.000,287.000,11.000,0.000,0.000,0.000,470.000,287.000,11.000,470,287,11,1,1,1
1,6,1,1,255,255,0,255,255,255,441.000,288.000,11.000,0.000,0.000,0.000,441.000,288.000,11.000,441,288,11,1,1,1
2,10,2,2,510,255,0,255,255,255,389.000,289.000,11.500,0.500,0.000,0.500,389.000,289.000,11.500,389,289,11,1,1,2
1,6,1,1,255,255,0,255,255,255,401.000,290.000,11.000,0.000,0.000,0.000,401.000,290.000,11.000,401,290,11,1,1,1
1,6,1,1,255,255,0,255,255,255,435.000,290.000,11.000,0.000,0.000,0.000,435.000,290.000,11.000,435,290,11,1,1,1
1,6,1,1,255,255,0,255,255,255,423.000,292.000,11.000,0.000,0.000,0.000,423.000,292.000,11.000,423,292,11,1,1,1
1,6,1,1,255,255,0,255,255,255,451.000,295.000,11.000,0.000,0.000,0.000,451.000,295.000,11.000,451,295,11,1,1,1
5,28,5,5,1275,255,0,255,255,255,440.000,296.200,11.800,1.206,0.285,1.296,440.000,296.200,11.800,439,296,11,3,2,3
5,26,5,5,1275,255,0,255,255,255,461.000,295.800,12.800,1.396,0.682,1.575,461.000,295.800,12.800,460,295,11,3,2,4
2,12,2,2,510,255,0,255,255,255,413.000,298.500,11.500,0.707,0.000,0.707,413.000,298.500,11.500,413,298,11,1,2,2
2,10,2,2,510,255,0,255,255,255,421.500,299.000,11.000,0.500,0.000,0.500,421.500,299.000,11.000,421,299,11,2,1,1
2,12,2,2,510,255,0,255,255,255,424.500,299.500,11.500,0.866,0.000,0.866,424.500,299.500,11.500,424,299,11,2,2,2
1,6,1,1,255,255,0,255,255,255,314.000,301.000,11.000,0.000,0.000,0.000,314.000,301.000,11.000,314,301,11,1,1,1
1,6,1,1,255,255,0,255,255,255,454.000,301.000,11.000,0.000,0.000,0.000,454.000,301.000,11.000,454,301,11,1,1,1
1,6,1,1,255,255,0,255,255,255,365.000,302.000,11.000,0.000,0.000,0.000,365.000,302.000,11.000,365,302,11,1,1,1
1,6,1,1,255,255,0,255,255,255,334.000,303.000,11.000,0.000,0.000,0.000,334.000,303.000,11.000,334,303,11,1,1,1
3,14,3,3,765,255,0,255,255,255,331.667,304.333,11.000,0.654,0.158,0.745,331.667,304.333,11.000,331,304,11,2,2,1
1,6,1,1,255,255,0,255,255,255,299.000,307.000,11.000,0.000,0.000,0.000,299.000,307.000,11.000,299,307,11,1,1,1
1,6,1,1,255,255,0,255,255,255,337.000,311.000,11.000,0.000,0.000,0.000,337.000,311.000,11.000,337,311,11,1,1,1
1,6,1,1,255,255,0,255,255,255,324.000,319.000,11.000,0.000,0.000,0.000,324.000,319.000,11.000,324,319,11,1,1,1
1,6,1,1,255,255,0,255,255,255,348.000,320.000,11.000,0.000,0.000,0.000,348.000,320.000,11.000,348,320,11,1,1,1
1,6,1,1,255,255,0,255,255,255,354.000,323.000,11.000,0.000,0.000,0.000,354.000,323.000,11.000,354,323,11,1,1,1
1,6,1,1,255,255,0,255,255,255,358.000,324.000,11.000,0.000,0.000,0.000,358.000,324.000,11.000,358,324,11,1,1,1
1,6,1,1,255,255,0,255,255,255,512.000,223.000,12.000,0.000,0.000,0.000,512.000,223.000,12.000,512,223,12,1,1,1
1,6,1,1,255,255,0,255,255,255,514.000,241.000,12.000,0.000,0.000,0.000,514.000,241.000,12.000,514,241,12,1,1,1
1,6,1,1,255,255,0,255,255,255,494.000,247.000,12.000,0.000,0.000,0.000,494.000,247.000,12.000,494,247,12,1,1,1
1,6,1,1,255,255,0,255,255,255,416.000,258.000,12.000,0.000,0.000,0.000,416.000,258.000,12.000,416,258,12,1,1,1
1,6,1,1,255,255,0,255,255,255,407.000,261.000,12.000,0.000,0.000,0.000,407.000,261.000,12.000,407,261,12,1,1,1
1,6,1,1,255,255,0,255,255,255,419.000,261.000,12.000,0.000,0.000,0.000,419.000,261.000,12.000,419,261,12,1,1,1
16,70,16,16,4080,255,0,255,255,255,408.750,265.062,14.188,1.781,0.802,1.761,408.750,265.062,14.188,407,263,12,5,4,5
1,6,1,1,255,255,0,255,255,255,418.000,263.000,12.000,0.000,0.000,0.000,418.000,263.000,12.000,418,263,12,1,1,1
1,6,1,1,255,255,0,255,255,255,411.000,264.000,12.000,0.000,0.000,0.000,411.000,264.000,12.000,411,264,12,1,1,1
1,6,1,1,255,255,0,255,255,255,376.000,265.000,12.000,0.000,0.000,0.000,376.000,265.000,12.000,376,265,12,1,1,1
1,6,1,1,255,255,0,255,255,255,405.000,267.000,12.000,0.000,0.000,0.000,405.000,267.000,12.000,405,267,12,1,1,1
1,6,1,1,255,255,0,255,255,255,413.000,269.000,12.000,0.000,0.000,0.000,413.000,269.000,12.000,413,269,12,1,1,1
7,36,7,7,1785,255,0,255,255,255,436.857,270.429,12.571,1.524,0.818,1.178,436.857,270.429,12.571,435,269,12,5,4,2
1,6,1,1,255,255,0,255,255,255,410.000,270.000,12.000,0.000,0.000,0.000,410.000,270.000,12.000,410,270,12,1,1,1
2,10,2,2,510,255,0,255,255,255,383.000,273.500,12.000,0.500,0.000,0.500,383.000,273.500,12.000,383,273,12,1,2,1
1,6,1,1,255,255,0,255,255,255,410.000,275.000,12.000,0.000,0.000,0.000,410.000,275.000,12.000,410,275,12,1,1,1
2,12,2,2,510,255,0,255,255,255,409.500,279.500,12.500,0.866,0.000,0.866,409.500,279.500,12.500,409,279,12,2,2,2
1,6,1,1,255,255,0,255,255,255,412.000,282.000,12.000,0.000,0.000,0.000,412.000,282.000,12.000,412,282,12,1,1,1
5,24,5,5,1275,255,0,255,255,255,407.400,288.000,13.600,1.354,0.554,1.311,407.400,288.000,13.600,407,287,12,2,3,4
1,6,1,1,255,255,0,255,255,255,410.000,289.000,12.000,0.000,0.000,0.000,410.000,289.000,12.000,410,289,12,1,1,1
2,10,2,2,510,255,0,255,255,255,427.500,289.000,12.000,0.500,0.000,0.500,427.500,289.000,12.000,427,289,12,2,1,1
3,18,3,3,765,255,0,255,255,255,435.000,295.667,12.333,1.033,0.259,1.106,435.000,295.667,12.333,434,295,12,3,2,2
1,6,1,1,255,255,0,255,255,255,416.000,296.000,12.000,0.000,0.000,0.000,416.000,296.000,12.000,416,296,12,1,1,1
1,6,1,1,255,255,0,255,255,255,384.000,297.000,12.000,0.000,0.000,0.000,384.000,297.000,12.000,384,297,12,1,1,1
1,6,1,1,255,255,0,255,255,255,399.000,297.000,12.000,0.000,0.000,0.000,399.000,297.000,12.000,399,297,12,1,1,1
1,6,1,1,255,255,0,255,255,255,420.000,297.000,12.000,0.000,0.000,0.000,420.000,297.000,12.000,420,297,12,1,1,1
5,26,5,5,1275,255,0,255,255,255,406.000,299.600,12.000,1.129,0.456,1.166,406.000,299.600,12.000,405,298,12,3,4,1
4,20,4,4,1020,255,0,255,255,255,391.750,298.750,12.750,0.958,0.440,0.959,391.750,298.750,12.750,391,298,12,3,2,2
1,6,1,1,255,255,0,255,255,255,333.000,300.000,12.000,0.000,0.000,0.000,333.000,300.000,12.000,333,300,12,1,1,1
1,6,1,1,255,255,0,255,255,255,441.000,301.000,12.000,0.000,0.000,0.000,441.000,301.000,12.000,441,301,12,1,1,1
2,10,2,2,510,255,0,255,255,255,355.000,304.000,12.500,0.500,0.000,0.500,355.000,304.000,12.500,355,304,12,1,1,2
3,16,3,3,765,255,0,255,255,255,355.000,306.667,13.000,0.863,0.465,1.054,355.000,306.667,13.000,355,306,12,1,2,3
1,6,1,1,255,255,0,255,255,255,340.000,308.000,12.000,0.000,0.000,0.000,340.000,308.000,12.000,340,308,12,1,1,1
1,6,1,1,255,255,0,255,255,255,347.000,312.000,12.000,0.000,0.000,0.000,347.000,312.000,12.000,347,312,12,1,1,1
2,10,2,2,510,255,0,255,255,255,349.500,314.000,12.000,0.500,0.000,0.500,349.500,314.000,12.000,349,314,12,2,1,1
1,6,1,1,255,255,0,255,255,255,339.000,318.000,12.000,0.000,0.000,0.000,339.000,318.000,12.000,339,318,12,1,1,1
1,6,1,1,255,255,0,255,255,255,353.000,321.000,12.000,0.000,0.000,0.000,353.000,321.000,12.000,353,321,12,1,1,1
1,6,1,1,255,255,0,255,255,255,523.000,211.000,13.000,0.000,0.000,0.000,523.000,211.000,13.000,523,211,13,1,1,1
1,6,1,1,255,255,0,255,255,255,407.000,258.000,13.000,0.000,0.000,0.000,407.000,258.000,13.000,407,258,13,1,1,1
1,6,1,1,255,255,0,255,255,255,392.000,262.000,13.000,0.000,0.000,0.000,392.000,262.000,13.000,392,262,13,1,1,1
1,6,1,1,255,255,0,255,255,255,395.000,264.000,13.000,0.000,0.000,0.000,395.000,264.000,13.000,395,264,13,1,1,1
1,6,1,1,255,255,0,255,255,255,374.000,265.000,13.000,0.000,0.000,0.000,374.000,265.000,13.000,374,265,13,1,1,1
2,12,2,2,510,255,0,255,255,255,409.000,268.500,13.500,0.707,0.000,0.707,409.000,268.500,13.500,409,268,13,1,2,2
5,24,5,5,1275,255,0,255,255,255,419.600,268.600,13.400,1.157,0.476,0.938,419.600,268.600,13.400,418,268,13,4,2,2
2,10,2,2,510,255,0,255,255,255,421.500,271.000,13.000,0.500,0.000,0.500,421.500,271.000,13.000,421,271,13,2,1,1
1,6,1,1,255,255,0,255,255,255,459.000,274.000,13.000,0.000,0.000,0.000,459.000,274.000,13.000,459,274,13,1,1,1
1,6,1,1,255,255,0,255,255,255,424.000,277.000,13.000,0.000,0.000,0.000,424.000,277.000,13.000,424,277,13,1,1,1
1,6,1,1,255,255,0,255,255,255,422.000,279.000,13.000,0.000,0.000,0.000,422.000,279.000,13.000,422,279,13,1,1,1
4,18,4,4,1020,255,0,255,255,255,420.000,283.500,14.000,0.809,0.357,0.809,420.000,283.500,14.000,420,283,13,1,2,3
1,6,1,1,255,255,0,255,255,255,445.000,283.000,13.000,0.000,0.000,0.000,445.000,283.000,13.000,445,283,13,1,1,1
3,18,3,3,765,255,0,255,255,255,416.000,284.000,13.667,0.925,0.224,1.054,416.000,284.000,13.667,416,283,13,1,3,2
1,6,1,1,255,255,0,255,255,255,400.000,287.000,13.000,0.000,0.000,0.000,400.000,287.000,13.000,400,287,13,1,1,1
1,6,1,1,255,255,0,255,255,255,451.000,287.000,13.000,0.000,0.000,0.000,451.000,287.000,13.000,451,287,13,1,1,1
